user_id,date,daily_income,daily_expense,daily_cashflow,n_transaksi,tahun,bulan,hari,hari_dalam_minggu,is_weekend,is_libur_nasional,is_lebaran,is_akhir_tahun,avg_transaction,kota_raw,profesi_raw,kota_clean,profesi_clean
USR0001,2022-03-19,299852.42,63431.76,236420.65999999997,4.0,2022,3,19,6,1,0,0,0,15857.94,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-20,268595.34,78161.67,190433.67000000004,4.0,2022,3,20,7,1,0,0,0,19540.4175,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-21,213963.6,53078.74,160884.86000000002,3.0,2022,3,21,1,0,0,0,0,17692.913333333334,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-22,199063.35,73248.67,125814.68000000001,2.0,2022,3,22,2,0,0,0,0,36624.335,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-23,200799.0,58399.67,142399.33000000002,3.0,2022,3,23,3,0,0,0,0,19466.556666666667,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-24,407380.34,66709.5,340670.84,5.0,2022,3,24,4,0,0,0,0,13341.9,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-25,4938324.95,62670.59,4875654.36,4.0,2022,3,25,5,0,0,0,0,15667.6475,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-26,230894.86,420706.14,-189811.28000000003,3.0,2022,3,26,6,1,0,0,0,140235.38,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-27,0.0,412072.56,-412072.56,4.0,2022,3,27,7,1,0,0,0,103018.14,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-28,183364.04,252314.76,-68950.72,3.0,2022,3,28,1,0,0,0,0,84104.92,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-29,178138.67,341776.44,-163637.77,3.0,2022,3,29,2,0,0,0,0,113925.48,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-30,195105.94,333355.25,-138249.31,3.0,2022,3,30,3,0,0,0,0,111118.41666666667,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-31,189431.64,435704.11,-246272.46999999997,4.0,2022,3,31,4,0,0,0,0,108926.0275,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-01,218866.34,407162.33,-188295.99000000002,5.0,2022,4,1,5,0,0,0,0,81432.466,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-02,292583.97,243514.04,49069.929999999964,3.0,2022,4,2,6,1,0,0,0,81171.34666666666,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-03,201609.59,416564.69,-214955.1,6.0,2022,4,3,7,1,0,0,0,69427.44833333333,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-04,163050.51,216558.95,-53508.44,2.0,2022,4,4,1,0,0,0,0,108279.475,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-05,0.0,227513.84,-227513.84,4.0,2022,4,5,2,0,0,0,0,56878.46,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-06,198258.75,68534.73,129724.02,4.0,2022,4,6,3,0,0,0,0,17133.6825,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-07,189347.95,40754.68,148593.27000000002,2.0,2022,4,7,4,0,0,0,0,20377.34,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-08,173918.04,55813.45,118104.59000000001,3.0,2022,4,8,5,0,0,0,0,18604.483333333334,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-09,221214.27,85451.41,135762.86,4.0,2022,4,9,6,1,0,0,0,21362.8525,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-10,246230.39,93774.79,152455.60000000003,3.0,2022,4,10,7,1,0,0,0,31258.263333333332,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-11,183764.37,87996.24,95768.12999999999,3.0,2022,4,11,1,0,0,0,0,29332.08,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-12,0.0,42420.38,-42420.38,2.0,2022,4,12,2,0,0,0,0,21210.19,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-13,151680.41,84068.5,67611.91,3.0,2022,4,13,3,0,0,0,0,28022.833333333332,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-14,216824.87,59539.31,157285.56,2.0,2022,4,14,4,0,0,0,0,29769.655,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-15,412926.17,91877.98,321048.19,4.0,2022,4,15,5,0,1,0,0,22969.495,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-16,294842.43,67860.18,226982.25,5.0,2022,4,16,6,1,0,0,0,13572.035999999998,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-17,207219.53,81455.97,125763.56,3.0,2022,4,17,7,1,0,0,0,27151.99,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-18,163907.55,48713.65,115193.9,2.0,2022,4,18,1,0,0,0,0,24356.825,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-19,176931.6,71603.98,105327.62000000001,3.0,2022,4,19,2,0,0,0,0,23867.993333333332,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-20,207327.75,62264.5,145063.25,2.0,2022,4,20,3,0,0,0,0,31132.25,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-21,196735.49,60477.01,136258.47999999998,3.0,2022,4,21,4,0,0,0,0,20159.003333333334,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-22,225212.29,65383.03,159829.26,3.0,2022,4,22,5,0,0,0,0,21794.343333333334,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-23,0.0,108354.97,-108354.97,5.0,2022,4,23,6,1,0,0,0,21670.994,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-24,293588.16,78148.26,215439.89999999997,4.0,2022,4,24,7,1,0,0,0,19537.065,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-25,5053927.47,59128.44,4994799.029999999,3.0,2022,4,25,1,0,0,0,0,19709.48,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-26,210917.12,317921.41,-107004.28999999998,1.0,2022,4,26,2,0,0,0,0,317921.41,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-27,168548.69,247794.75,-79246.06,3.0,2022,4,27,3,0,0,0,0,82598.25,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-28,260156.2,718127.85,-457971.64999999997,4.0,2022,4,28,4,0,0,1,0,179531.9625,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-29,240984.32,617227.9,-376243.58,4.0,2022,4,29,5,0,1,1,0,154306.975,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-04-30,402605.84,400669.26,1936.5800000000163,4.0,2022,4,30,6,1,0,1,0,100167.315,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-01,303181.16,570788.22,-267607.06,4.0,2022,5,1,7,1,1,1,0,142697.055,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-02,229823.99,714278.35,-484454.36,4.0,2022,5,2,1,0,0,1,0,178569.5875,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-03,0.0,613020.06,-613020.06,2.0,2022,5,3,2,0,0,1,0,306510.03,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-04,370769.87,418908.28,-48138.41000000003,4.0,2022,5,4,3,0,0,1,0,104727.07,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-05,322889.67,380151.14,-57261.47000000003,4.0,2022,5,5,4,0,0,1,0,95037.785,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-06,0.0,103491.97,-103491.97,5.0,2022,5,6,5,0,0,1,0,20698.394,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-07,324288.77,106721.75,217567.02000000002,4.0,2022,5,7,6,1,0,1,0,26680.4375,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-08,312635.85,131551.56,181084.28999999998,3.0,2022,5,8,7,1,0,1,0,43850.52,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-09,252175.51,120326.27,131849.24,5.0,2022,5,9,1,0,0,1,0,24065.254,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-10,312260.08,105769.78,206490.30000000002,3.0,2022,5,10,2,0,0,1,0,35256.59333333333,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-11,198197.4,78978.59,119218.81,6.0,2022,5,11,3,0,0,0,0,13163.098333333333,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-12,217776.83,68929.98,148846.84999999998,5.0,2022,5,12,4,0,0,0,0,13785.996,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-13,175355.97,80785.24,94570.73,4.0,2022,5,13,5,0,0,0,0,20196.31,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-14,270193.66,84313.83,185879.82999999996,6.0,2022,5,14,6,1,0,0,0,14052.305,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-15,217316.37,110796.7,106519.67,3.0,2022,5,15,7,1,0,0,0,36932.23333333333,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-16,215565.88,65224.81,150341.07,6.0,2022,5,16,1,0,0,0,0,10870.801666666666,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-17,180932.96,46720.82,134212.13999999998,4.0,2022,5,17,2,0,0,0,0,11680.205,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-18,179465.95,60496.32,118969.63,1.0,2022,5,18,3,0,0,0,0,60496.32,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-19,311066.56,65377.88,245688.68,6.0,2022,5,19,4,0,0,0,0,10896.313333333334,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-20,227905.44,64356.52,163548.92,4.0,2022,5,20,5,0,0,0,0,16089.13,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-21,0.0,60558.17,-60558.17,2.0,2022,5,21,6,1,0,0,0,30279.085,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-22,275460.2,67315.68,208144.52000000002,5.0,2022,5,22,7,1,0,0,0,13463.135999999999,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-23,204461.8,65398.88,139062.91999999998,3.0,2022,5,23,1,0,0,0,0,21799.626666666667,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-24,148343.41,58040.26,90303.15,2.0,2022,5,24,2,0,0,0,0,29020.13,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-25,4735035.86,66680.28,4668355.58,2.0,2022,5,25,3,0,0,0,0,33340.14,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-26,159462.67,309960.28,-150497.61000000002,3.0,2022,5,26,4,0,1,0,0,103320.09333333334,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-27,164180.79,385542.52,-221361.73,5.0,2022,5,27,5,0,0,0,0,77108.504,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-28,226967.68,417195.65,-190227.97000000003,1.0,2022,5,28,6,1,0,0,0,417195.65,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-29,232958.68,327941.24,-94982.56,4.0,2022,5,29,7,1,0,0,0,81985.31,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-30,205555.09,249177.86,-43622.76999999999,2.0,2022,5,30,1,0,0,0,0,124588.93,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-05-31,230337.49,339017.41,-108679.91999999998,4.0,2022,5,31,2,0,0,0,0,84754.3525,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-01,154981.67,432334.05,-277352.38,2.0,2022,6,1,3,0,1,0,0,216167.025,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-02,148788.74,296697.9,-147909.16000000003,3.0,2022,6,2,4,0,0,0,0,98899.3,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-03,182520.34,291342.79,-108822.44999999998,3.0,2022,6,3,5,0,0,0,0,97114.26333333332,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-04,226777.78,372516.99,-145739.21,1.0,2022,6,4,6,1,0,0,0,372516.99,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-05,236094.47,252890.57,-16796.100000000006,3.0,2022,6,5,7,1,0,0,0,84296.85666666667,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-06,156376.94,66934.92,89442.02,2.0,2022,6,6,1,0,0,0,0,33467.46,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-07,199275.76,68924.1,130351.66,2.0,2022,6,7,2,0,0,0,0,34462.05,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-08,182708.68,73257.82,109450.85999999999,4.0,2022,6,8,3,0,0,0,0,18314.455,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-09,152371.63,49710.55,102661.08,4.0,2022,6,9,4,0,0,0,0,12427.6375,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-10,217790.19,75753.52,142036.66999999998,2.0,2022,6,10,5,0,0,0,0,37876.76,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-11,0.0,0.0,0.0,0.0,2022,6,11,6,1,0,0,0,0.0,,,Jakarta,Pedagang
USR0001,2022-06-12,0.0,85376.99,-85376.99,1.0,2022,6,12,7,1,0,0,0,85376.99,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-13,165101.93,69604.6,95497.32999999999,2.0,2022,6,13,1,0,0,0,0,34802.3,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-14,0.0,36566.93,-36566.93,2.0,2022,6,14,2,0,0,0,0,18283.465,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-15,204173.91,91061.26,113112.65000000001,1.0,2022,6,15,3,0,0,0,0,91061.26,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-16,0.0,62336.96,-62336.96,2.0,2022,6,16,4,0,0,0,0,31168.48,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-17,165537.22,75434.86,90102.36,3.0,2022,6,17,5,0,0,0,0,25144.953333333335,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-18,277070.07,73689.04,203381.03000000003,6.0,2022,6,18,6,1,0,0,0,12281.506666666666,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-19,263084.78,92933.81,170150.97000000003,6.0,2022,6,19,7,1,0,0,0,15488.968333333332,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-20,158951.8,83476.29,75475.51,2.0,2022,6,20,1,0,0,0,0,41738.145,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-21,173982.02,64157.14,109824.87999999999,4.0,2022,6,21,2,0,0,0,0,16039.285,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-06-22,201992.87,64998.39,136994.47999999998,5.0,2022,6,22,3,0,0,0,0,12999.678,Jakarta,Pedagang,Jakarta,Pedagang
